set,index,points,current,huffman9,default6,default1,all27,padding,best,payloadBytes,mode,escapes,noCRC_UNSAFE,noHeader_NEW_VERSION,noFrame_UNSAFE,byteWinner,deltaSemanticBytes
prefix5,244,5,26,26,26,26,26,26,current,18,0,0,23,24,22,26,19
prefix10,244,10,38,38,38,38,38,38,current,28,0,0,35,36,34,38,34
full,245,6,34,34,34,34,34,34,current,25,0,0,32,33,30,34,24
prefix1,245,1,16,16,16,16,16,16,current,10,0,0,13,14,12,16,8
prefix2,245,2,21,21,21,21,21,21,current,14,0,0,18,19,17,21,11
prefix3,245,3,24,24,24,24,24,24,current,17,0,0,22,23,21,24,14
prefix5,245,5,32,32,32,32,32,32,current,23,0,0,29,30,28,32,21
full,246,14,63,63,63,63,63,63,current,48,0,0,60,61,59,63,56
prefix1,246,1,15,15,15,15,15,15,current,9,0,0,12,13,11,15,7
prefix2,246,2,20,20,20,20,20,20,current,14,0,0,18,19,17,20,12
prefix3,246,3,26,26,26,26,26,26,current,18,0,0,23,24,22,26,16
prefix5,246,5,33,33,33,33,33,33,current,24,0,0,30,32,29,33,25
prefix10,246,10,49,49,49,49,49,49,current,37,0,0,46,48,45,49,43
full,247,109,291,291,291,291,291,291,current,233,0,1,289,289,287,291,332
prefix1,247,1,16,16,16,16,16,16,current,10,0,0,13,14,12,16,8
prefix2,247,2,21,21,21,21,21,21,current,14,0,0,18,19,17,21,11
prefix3,247,3,23,23,23,23,23,23,current,16,0,0,21,22,19,23,14
prefix5,247,5,28,28,28,28,28,28,current,20,0,0,26,27,24,28,20
prefix10,247,10,41,41,41,41,41,41,current,31,0,0,39,40,38,41,35
full,248,121,268,268,268,268,268,268,current,215,0,0,265,267,264,268,368
prefix1,248,1,16,16,16,16,16,16,current,10,0,0,13,15,12,16,8
prefix2,248,2,20,20,20,20,20,20,current,14,0,0,18,19,17,20,11
prefix3,248,3,22,22,22,22,22,22,current,15,0,0,19,21,18,22,14
prefix5,248,5,27,27,27,27,27,27,current,19,0,0,24,26,23,27,20
prefix10,248,10,35,35,35,35,35,35,current,26,0,0,33,34,32,35,35
full,249,32,91,91,91,91,91,91,current,71,0,0,88,89,87,91,100
prefix1,249,1,14,14,14,14,14,14,current,9,0,0,12,13,11,14,7
prefix2,249,2,19,19,19,19,19,19,current,13,0,0,17,18,16,19,10
prefix3,249,3,22,22,22,22,22,22,current,15,0,0,19,21,18,22,13
prefix5,249,5,27,27,27,27,27,27,current,19,0,0,24,25,23,27,19
prefix10,249,10,38,38,38,38,38,38,current,28,0,0,35,36,34,38,34
full,250,158,431,431,431,431,431,431,current,347,0,1,429,429,427,431,480
prefix1,250,1,16,16,16,16,16,16,current,10,0,0,13,15,12,16,8
prefix2,250,2,21,21,21,21,21,21,current,14,0,0,18,19,17,21,11
prefix3,250,3,22,22,22,22,22,22,current,15,0,0,19,21,18,22,14
prefix5,250,5,27,27,27,27,27,27,current,19,0,0,24,26,23,27,20
prefix10,250,10,39,39,39,39,39,39,current,29,0,0,37,38,35,39,35
full,251,11,48,48,48,48,48,48,current,36,0,0,45,46,44,48,38
prefix1,251,1,16,16,16,16,16,16,current,10,0,0,13,15,12,16,8
prefix2,251,2,22,22,22,22,22,22,current,15,0,0,19,21,18,22,11
prefix3,251,3,24,24,24,24,24,24,current,17,0,0,22,23,21,24,14
prefix5,251,5,31,31,31,31,31,31,current,22,0,0,28,29,27,31,20
prefix10,251,10,45,45,45,45,45,45,current,34,0,0,43,44,42,45,35
full,252,162,435,435,435,435,435,435,current,350,0,1,432,433,430,435,492
prefix1,252,1,16,16,16,16,16,16,current,10,0,0,13,14,12,16,8
prefix2,252,2,21,21,21,21,21,21,current,14,0,0,18,19,17,21,11
prefix3,252,3,22,22,22,22,22,22,current,15,0,0,19,21,18,22,14
prefix5,252,5,28,28,28,28,28,28,current,20,0,0,26,27,24,28,20
prefix10,252,10,40,40,40,40,40,40,current,30,0,0,38,39,37,40,35
full,253,155,429,429,429,429,429,429,current,346,0,0,427,428,425,429,471
prefix1,253,1,16,16,16,16,16,16,current,10,0,0,13,14,12,16,8
prefix2,253,2,20,20,20,20,20,20,current,14,0,0,18,19,17,20,11
prefix3,253,3,22,22,22,22,22,22,current,15,0,0,19,21,18,22,14
prefix5,253,5,27,27,27,27,27,27,current,19,0,0,24,26,23,27,20
prefix10,253,10,40,40,40,40,40,40,current,30,0,0,38,39,37,40,35
full,254,142,383,383,383,383,383,383,current,309,0,0,381,382,380,383,432
prefix1,254,1,16,16,16,16,16,16,current,10,0,0,13,14,12,16,8
prefix2,254,2,21,21,21,21,21,21,current,14,0,0,18,19,17,21,11
prefix3,254,3,23,23,23,23,23,23,current,16,0,0,21,22,19,23,14
prefix5,254,5,28,28,28,28,28,28,current,20,0,0,26,27,24,28,20
prefix10,254,10,40,40,40,40,40,40,current,30,0,0,38,39,36,40,35
full,255,140,394,394,394,394,394,394,current,317,0,0,391,393,391,394,426
prefix1,255,1,16,16,16,16,16,16,current,10,0,0,13,14,12,16,8
prefix2,255,2,19,19,19,19,19,19,current,13,0,0,17,18,16,19,11
prefix3,255,3,22,22,22,22,22,22,current,15,0,0,19,21,18,22,14
prefix5,255,5,28,28,28,28,28,28,current,20,0,0,25,27,24,28,20
prefix10,255,10,38,38,38,38,38,38,current,28,0,0,35,37,34,38,35
full,256,157,422,422,422,422,422,422,current,340,0,1,420,420,418,422,476
prefix1,256,1,14,14,14,14,14,14,current,9,0,0,12,13,11,14,7
prefix2,256,2,19,19,19,19,19,19,current,13,0,0,17,18,16,19,10
prefix3,256,3,21,21,21,21,21,21,current,14,0,0,18,19,17,21,13
prefix5,256,5,27,27,27,27,27,27,current,19,0,0,24,25,23,27,19
prefix10,256,10,39,39,39,39,39,39,current,29,0,0,37,38,35,39,34
full,257,69,155,155,155,155,155,155,current,123,0,0,152,153,151,155,211
prefix1,257,1,14,14,14,14,14,14,current,9,0,0,12,13,11,14,7
prefix2,257,2,18,18,18,18,18,18,current,12,0,0,16,17,14,18,10
prefix3,257,3,19,19,19,19,19,19,current,13,0,0,17,18,16,19,13
prefix5,257,5,24,24,24,24,24,24,current,17,0,0,22,23,20,24,19
prefix10,257,10,35,35,35,35,35,35,current,26,0,0,33,34,32,35,34
full,258,51,129,129,129,129,129,129,current,102,0,0,126,127,125,129,158
prefix1,258,1,16,16,16,16,16,16,current,10,0,0,13,14,12,16,8
prefix2,258,2,19,19,19,19,19,19,current,13,0,0,17,18,15,19,11
prefix3,258,3,23,23,23,23,23,23,current,16,0,0,20,22,19,23,14
prefix5,258,5,27,27,27,27,27,27,current,19,0,0,24,25,23,27,20
prefix10,258,10,36,36,36,36,36,36,current,27,0,0,34,35,33,36,35
full,259,47,117,117,117,117,117,117,current,92,0,0,114,115,113,117,145
prefix1,259,1,14,14,14,14,14,14,current,9,0,0,12,13,11,14,7
prefix2,259,2,18,18,18,18,18,18,current,12,0,0,16,17,14,18,10
prefix3,259,3,21,21,21,21,21,21,current,14,0,0,18,19,17,21,13
prefix5,259,5,24,24,24,24,24,24,current,17,0,0,22,23,21,24,19
prefix10,259,10,35,35,35,35,35,35,current,26,0,0,33,34,32,35,34
full,260,106,372,372,372,372,372,372,current,300,0,0,370,372,370,372,362
prefix1,260,1,16,16,16,16,16,16,current,10,0,0,13,14,12,16,8
prefix2,260,2,21,21,21,21,21,21,current,14,0,0,18,19,17,21,11
prefix3,260,3,24,24,24,24,24,24,current,17,0,0,22,23,21,24,14
prefix5,260,5,30,30,30,30,30,30,current,22,0,0,28,29,27,30,21
prefix10,260,10,47,47,47,47,47,47,current,35,0,1,45,45,43,47,39
full,261,106,372,372,372,372,372,372,current,300,0,0,370,372,370,372,362
prefix1,261,1,16,16,16,16,16,16,current,10,0,0,13,14,12,16,8
prefix2,261,2,21,21,21,21,21,21,current,14,0,0,18,19,17,21,11
prefix3,261,3,24,24,24,24,24,24,current,17,0,0,22,23,21,24,14
prefix5,261,5,30,30,30,30,30,30,current,22,0,0,28,29,27,30,21
prefix10,261,10,47,47,47,47,47,47,current,35,0,1,45,45,43,47,39
full,262,11,54,54,54,54,54,54,current,41,0,0,51,52,50,54,44
prefix1,262,1,14,14,14,14,14,14,current,9,0,0,12,13,11,14,7
prefix2,262,2,21,21,21,21,21,21,current,14,0,0,18,19,17,21,11
prefix3,262,3,23,23,23,23,23,23,current,16,0,0,21,22,19,23,14
prefix5,262,5,32,32,32,32,32,32,current,23,0,0,29,30,28,32,22
prefix10,262,10,50,50,50,50,50,50,current,38,0,0,48,49,46,50,40
full,263,79,259,259,259,259,259,259,current,208,0,0,257,258,255,259,242
prefix1,263,1,16,16,16,16,16,16,current,10,0,0,13,14,12,16,8
prefix2,263,2,21,21,21,21,21,21,current,14,0,0,18,19,17,21,11
prefix3,263,3,23,23,23,23,23,23,current,16,0,0,21,22,19,23,14
prefix5,263,5,29,29,29,29,29,29,current,21,0,0,27,28,25,29,20
prefix10,263,10,45,45,45,45,45,45,current,34,0,0,43,44,41,45,35
full,264,94,299,299,299,299,299,299,current,240,0,0,296,298,296,299,287
prefix1,264,1,16,16,16,16,16,16,current,10,0,0,13,14,12,16,8
prefix2,264,2,21,21,21,21,21,21,current,14,0,0,18,19,17,21,11
prefix3,264,3,23,23,23,23,23,23,current,16,0,0,21,22,19,23,14
prefix5,264,5,29,29,29,29,29,29,current,21,0,0,27,28,25,29,20
prefix10,264,10,45,45,45,45,45,45,current,34,0,0,43,44,41,45,35
full,265,94,299,299,299,299,299,299,current,240,0,0,296,298,296,299,287
prefix1,265,1,16,16,16,16,16,16,current,10,0,0,13,14,12,16,8
prefix2,265,2,21,21,21,21,21,21,current,14,0,0,18,19,17,21,11
prefix3,265,3,23,23,23,23,23,23,current,16,0,0,21,22,19,23,14
prefix5,265,5,29,29,29,29,29,29,current,21,0,0,27,28,25,29,20
prefix10,265,10,45,45,45,45,45,45,current,34,0,0,43,44,41,45,35
full,266,50,172,172,172,172,172,172,current,137,0,0,170,171,168,172,173
prefix1,266,1,15,15,15,15,15,15,current,9,0,0,12,13,11,15,7
prefix2,266,2,21,21,21,21,21,21,current,14,0,0,18,19,17,21,11
prefix3,266,3,23,23,23,23,23,23,current,16,0,0,21,22,19,23,15
prefix5,266,5,29,29,29,29,29,29,current,21,0,0,27,28,25,29,21
prefix10,266,10,45,45,45,45,45,45,current,34,0,0,43,44,41,45,39
full,267,39,97,97,97,97,97,97,current,76,0,0,94,96,93,97,121
prefix1,267,1,14,14,14,14,14,14,current,9,0,0,12,13,11,14,7
prefix2,267,2,18,18,18,18,18,18,current,12,0,0,16,17,14,18,10
prefix3,267,3,21,21,21,21,21,21,current,14,0,0,18,19,17,21,13
prefix5,267,5,26,26,26,26,26,26,current,18,0,0,23,24,22,26,19
prefix10,267,10,37,37,37,37,37,37,current,27,0,0,34,35,33,37,34
full,268,11,48,48,48,48,48,48,current,36,0,0,45,46,44,48,39
prefix1,268,1,16,16,16,16,16,16,current,10,0,0,13,14,12,16,8
prefix2,268,2,21,21,21,21,21,21,current,14,0,0,18,19,17,21,11
prefix3,268,3,23,23,23,23,23,23,current,16,0,0,21,22,19,23,14
prefix5,268,5,30,30,30,30,30,30,current,22,0,0,28,29,27,30,20
prefix10,268,10,45,45,45,45,45,45,current,34,0,0,43,44,41,45,36
full,269,190,689,689,689,689,689,689,current,557,0,1,687,688,685,689,774
prefix1,269,1,15,15,15,15,15,15,current,9,0,0,12,13,11,15,7
prefix2,269,2,19,19,19,19,19,19,current,13,0,0,17,18,16,19,10
prefix3,269,3,24,24,24,24,24,24,current,17,0,0,22,23,20,24,14
prefix5,269,5,32,32,32,32,32,32,current,23,0,0,29,30,28,32,22
prefix10,269,10,49,49,49,49,49,49,current,37,0,0,46,48,45,49,44
full,270,28,104,104,104,104,104,104,current,82,0,0,102,103,101,104,101
prefix1,270,1,16,16,16,16,16,16,current,10,0,0,13,14,12,16,8
prefix2,270,2,21,21,21,21,21,21,current,14,0,0,18,19,17,21,11
prefix3,270,3,24,24,24,24,24,24,current,17,0,0,22,23,21,24,14
prefix5,270,5,30,30,30,30,30,30,current,22,0,0,28,29,27,30,20
prefix10,270,10,46,46,46,46,46,46,current,35,0,0,44,45,43,46,37
full,271,28,104,104,104,104,104,104,current,82,0,0,102,103,101,104,101
prefix1,271,1,16,16,16,16,16,16,current,10,0,0,13,14,12,16,8
prefix2,271,2,21,21,21,21,21,21,current,14,0,0,18,19,17,21,11
prefix3,271,3,24,24,24,24,24,24,current,17,0,0,22,23,21,24,14
prefix5,271,5,30,30,30,30,30,30,current,22,0,0,28,29,27,30,20
prefix10,271,10,46,46,46,46,46,46,current,35,0,0,44,45,43,46,37
full,272,3,22,22,22,22,22,22,current,15,0,0,19,21,18,22,13
prefix1,272,1,15,15,15,15,15,15,current,9,0,0,12,13,11,15,7
prefix2,272,2,19,19,19,19,19,19,current,13,0,0,17,18,16,19,10
prefix3,272,3,22,22,22,22,22,22,current,15,0,0,19,21,18,22,13
full,273,40,120,120,120,120,120,120,current,94,0,1,117,117,115,120,125
prefix1,273,1,16,16,16,16,16,16,current,10,0,0,13,15,12,16,8
prefix2,273,2,19,19,19,19,19,19,current,13,0,0,17,18,16,19,11
prefix3,273,3,22,22,22,22,22,22,current,15,0,0,19,21,18,22,14
prefix5,273,5,29,29,29,29,29,29,current,21,0,0,27,28,26,29,20
prefix10,273,10,42,42,42,42,42,42,current,31,0,0,39,40,38,42,35
full,274,37,118,118,118,118,118,118,current,93,0,0,115,117,114,118,115
prefix1,274,1,15,15,15,15,15,15,current,9,0,0,12,13,11,15,7
prefix2,274,2,18,18,18,18,18,18,current,12,0,0,16,17,14,18,10
prefix3,274,3,22,22,22,22,22,22,current,15,0,0,19,21,18,22,13
prefix5,274,5,28,28,28,28,28,28,current,20,0,0,26,27,24,28,19
prefix10,274,10,42,42,42,42,42,42,current,31,0,0,39,40,38,42,34
full,275,21,74,74,74,74,74,74,current,57,0,0,71,72,70,74,67
prefix1,275,1,15,15,15,15,15,15,current,9,0,0,12,13,11,15,7
prefix2,275,2,19,19,19,19,19,19,current,13,0,0,17,18,16,19,10
prefix3,275,3,22,22,22,22,22,22,current,15,0,0,19,21,18,22,13
prefix5,275,5,27,27,27,27,27,27,current,19,0,0,24,26,23,27,19
prefix10,275,10,41,41,41,41,41,41,current,31,0,0,39,40,38,41,34
full,276,13,49,49,49,49,49,49,current,37,0,0,46,48,45,49,43
prefix1,276,1,15,15,15,15,15,15,current,9,0,0,12,13,11,15,7
prefix2,276,2,19,19,19,19,19,19,current,13,0,0,17,18,16,19,10
prefix3,276,3,22,22,22,22,22,22,current,15,0,0,19,21,18,22,13
prefix5,276,5,27,27,27,27,27,27,current,19,0,0,24,26,23,27,19
prefix10,276,10,40,40,40,40,40,40,current,30,0,0,38,39,37,40,34
full,277,32,102,102,102,102,102,102,current,80,0,0,99,100,98,102,100
prefix1,277,1,14,14,14,14,14,14,current,9,0,0,12,13,10,14,7
prefix2,277,2,19,19,19,19,19,19,current,13,0,0,17,18,15,19,10
prefix3,277,3,22,22,22,22,22,22,current,15,0,0,19,20,18,22,13
prefix5,277,5,27,27,27,27,27,27,current,19,0,0,24,25,23,27,19
prefix10,277,10,39,39,39,39,39,39,current,29,0,0,37,38,35,39,34
full,278,11,46,46,46,46,46,46,current,35,0,0,44,45,42,46,38
prefix1,278,1,16,16,16,16,16,16,current,10,0,0,13,14,12,16,8
prefix2,278,2,21,21,21,21,21,21,current,14,0,0,18,19,17,21,11
prefix3,278,3,23,23,23,23,23,23,current,16,0,0,21,22,19,23,14
prefix5,278,5,29,29,29,29,29,29,current,21,0,0,27,28,25,29,20
prefix10,278,10,43,43,43,43,43,43,current,32,0,0,40,41,39,43,35
full,279,21,72,72,72,72,72,72,current,56,0,0,70,70,68,72,67
prefix1,279,1,14,14,14,14,14,14,current,9,0,0,12,13,10,14,7
prefix2,279,2,19,19,19,19,19,19,current,13,0,0,17,18,15,19,10
prefix3,279,3,22,22,22,22,22,22,current,15,0,0,19,20,18,22,13
prefix5,279,5,28,28,28,28,28,28,current,20,0,0,25,26,24,28,19
prefix10,279,10,42,42,42,42,42,42,current,31,0,0,39,40,38,42,34
full,280,11,48,48,48,48,48,48,current,36,0,0,45,46,44,48,41
prefix1,280,1,14,14,14,14,14,14,current,9,0,0,12,13,10,14,7
prefix2,280,2,19,19,19,19,19,19,current,13,0,0,17,18,15,19,10
prefix3,280,3,23,23,23,23,23,23,current,16,0,0,21,22,19,23,14
prefix5,280,5,28,28,28,28,28,28,current,20,0,0,26,26,24,28,20
prefix10,280,10,44,44,44,44,44,44,current,33,0,0,42,42,40,44,37
full,281,50,151,151,151,151,151,151,current,120,0,0,148,149,147,151,154
prefix1,281,1,14,14,14,14,14,14,current,9,0,0,12,13,10,14,7
prefix2,281,2,18,18,18,18,18,18,current,12,0,0,16,17,14,18,10
prefix3,281,3,21,21,21,21,21,21,current,14,0,0,18,19,17,21,13
prefix5,281,5,27,27,27,27,27,27,current,19,0,0,24,25,23,27,19
prefix10,281,10,42,42,42,42,42,42,current,31,0,0,39,40,38,42,34
full,282,11,48,48,48,48,48,48,current,36,0,0,45,46,44,48,41
prefix1,282,1,14,14,14,14,14,14,current,9,0,0,12,13,10,14,7
prefix2,282,2,19,19,19,19,19,19,current,13,0,0,17,18,15,19,10
prefix3,282,3,23,23,23,23,23,23,current,16,0,0,21,22,19,23,14
prefix5,282,5,28,28,28,28,28,28,current,20,0,0,26,27,24,28,20
prefix10,282,10,45,45,45,45,45,45,current,34,0,0,43,44,41,45,38
full,283,11,48,48,48,48,48,48,current,36,0,0,45,46,44,48,41
prefix1,283,1,14,14,14,14,14,14,current,9,0,0,12,13,11,14,7
prefix2,283,2,19,19,19,19,19,19,current,13,0,0,17,18,16,19,10
prefix3,283,3,23,23,23,23,23,23,current,16,0,0,21,22,19,23,14
prefix5,283,5,28,28,28,28,28,28,current,20,0,0,26,27,24,28,20
prefix10,283,10,45,45,45,45,45,45,current,34,0,0,42,44,42,45,38
full,284,19,70,70,70,70,70,70,current,54,0,0,67,69,66,70,62
prefix1,284,1,16,16,16,16,16,16,current,10,0,0,13,15,12,16,8
prefix2,284,2,21,21,21,21,21,21,current,14,0,0,18,19,17,21,11
prefix3,284,3,23,23,23,23,23,23,current,16,0,0,21,22,19,23,14
prefix5,284,5,29,29,29,29,29,29,current,21,0,0,27,28,26,29,20
prefix10,284,10,43,43,43,43,43,43,current,32,0,0,40,42,39,43,35
full,285,18,69,69,69,69,69,69,current,53,0,0,66,67,65,69,59
prefix1,285,1,16,16,16,16,16,16,current,10,0,0,13,15,12,16,8
prefix2,285,2,21,21,21,21,21,21,current,14,0,0,18,19,17,21,11
prefix3,285,3,23,23,23,23,23,23,current,16,0,0,21,22,19,23,14
prefix5,285,5,29,29,29,29,29,29,current,21,0,0,27,28,26,29,20
prefix10,285,10,43,43,43,43,43,43,current,32,0,0,40,42,39,43,35
full,286,7,39,39,39,39,39,39,current,29,0,0,36,38,35,39,30
prefix1,286,1,16,16,16,16,16,16,current,10,0,0,13,15,12,16,8
prefix2,286,2,22,22,22,22,22,22,current,15,0,0,19,21,18,22,11
prefix3,286,3,25,25,25,25,25,25,current,18,0,0,23,25,23,25,15
prefix5,286,5,33,33,33,33,33,33,current,24,0,0,30,32,29,33,23
full,287,7,38,38,38,38,38,38,current,28,0,0,35,37,34,38,27
prefix1,287,1,15,15,15,15,15,15,current,10,0,0,13,14,12,15,8
prefix2,287,2,20,20,20,20,20,20,current,14,0,0,18,19,17,20,11
prefix3,287,3,24,24,24,24,24,24,current,17,0,0,22,23,21,24,14
prefix5,287,5,31,31,31,31,31,31,current,23,0,0,29,30,28,31,21
full,288,14,60,60,60,60,60,60,current,46,0,0,58,59,56,60,50
prefix1,288,1,16,16,16,16,16,16,current,10,0,0,13,14,12,16,8
prefix2,288,2,21,21,21,21,21,21,current,14,0,0,18,19,17,21,11
prefix3,288,3,24,24,24,24,24,24,current,17,0,0,22,23,21,24,14
prefix5,288,5,29,29,29,29,29,29,current,21,0,0,27,28,26,29,20
prefix10,288,10,45,45,45,45,45,45,current,34,0,0,43,44,42,45,37
full,289,32,104,104,104,104,104,104,current,82,0,0,102,103,100,104,100
prefix1,289,1,14,14,14,14,14,14,current,9,0,0,12,13,10,14,7
prefix2,289,2,19,19,19,19,19,19,current,13,0,0,17,18,15,19,10
prefix3,289,3,22,22,22,22,22,22,current,15,0,0,19,20,18,22,13
prefix5,289,5,28,28,28,28,28,28,current,20,0,0,25,26,24,28,19
prefix10,289,10,40,40,40,40,40,40,current,30,0,0,38,39,36,40,34
full,290,31,102,102,102,102,102,102,current,80,0,0,99,100,97,102,97
prefix1,290,1,14,14,14,14,14,14,current,9,0,0,12,13,10,14,7
prefix2,290,2,19,19,19,19,19,19,current,13,0,0,17,18,15,19,10
prefix3,290,3,22,22,22,22,22,22,current,15,0,0,19,20,18,22,13
prefix5,290,5,28,28,28,28,28,28,current,20,0,0,25,26,24,28,19
prefix10,290,10,41,41,41,41,41,41,current,31,0,0,39,40,37,41,34
full,291,29,107,107,107,107,107,107,current,84,0,0,104,106,103,107,100
prefix1,291,1,14,14,14,14,14,14,current,9,0,0,12,13,11,14,7
prefix2,291,2,21,21,21,21,21,21,current,14,0,0,18,19,17,21,11
prefix3,291,3,23,23,23,23,23,23,current,16,0,0,21,22,19,23,14
prefix5,291,5,28,28,28,28,28,28,current,20,0,0,26,27,24,28,20
prefix10,291,10,45,45,45,45,45,45,current,34,0,0,43,44,42,45,37
full,292,36,118,118,118,118,118,118,current,93,0,0,115,116,114,118,113
prefix1,292,1,14,14,14,14,14,14,current,9,0,0,12,13,10,14,7
prefix2,292,2,19,19,19,19,19,19,current,13,0,0,17,18,15,19,10
prefix3,292,3,22,22,22,22,22,22,current,15,0,0,19,20,18,22,13
prefix5,292,5,27,27,27,27,27,27,current,19,0,0,24,25,23,27,19
prefix10,292,10,42,42,42,42,42,42,current,31,0,0,39,40,38,42,34
full,293,13,50,50,50,50,50,50,current,38,0,0,48,49,46,50,44
prefix1,293,1,16,16,16,16,16,16,current,10,0,0,13,14,12,16,8
prefix2,293,2,21,21,21,21,21,21,current,14,0,0,18,19,17,21,11
prefix3,293,3,23,23,23,23,23,23,current,16,0,0,21,22,19,23,14
prefix5,293,5,29,29,29,29,29,29,current,21,0,0,27,28,25,29,20
prefix10,293,10,42,42,42,42,42,42,current,31,0,0,39,40,38,42,35
full,294,29,92,92,92,92,92,92,current,72,0,0,89,90,88,92,94
prefix1,294,1,15,15,15,15,15,15,current,9,0,0,12,13,10,15,7
prefix2,294,2,19,19,19,19,19,19,current,13,0,0,17,18,15,19,11
prefix3,294,3,22,22,22,22,22,22,current,15,0,0,19,20,18,22,14
prefix5,294,5,27,27,27,27,27,27,current,19,0,0,24,25,23,27,21
prefix10,294,10,40,40,40,40,40,40,current,30,0,0,38,39,36,40,36
full,295,43,169,169,169,169,169,169,current,135,0,0,166,167,165,169,173
prefix1,295,1,14,14,14,14,14,14,current,9,0,0,12,13,10,14,7
prefix2,295,2,19,19,19,19,19,19,current,13,0,0,17,18,15,19,10
prefix3,295,3,23,23,23,23,23,23,current,16,0,0,20,22,19,23,14
prefix5,295,5,28,28,28,28,28,28,current,20,0,0,25,26,24,28,20
prefix10,295,10,50,50,50,50,50,50,current,38,0,0,48,48,46,50,41
full,296,39,109,109,109,109,109,109,current,86,0,0,107,108,105,109,122
prefix1,296,1,14,14,14,14,14,14,current,9,0,0,12,13,11,14,7
prefix2,296,2,19,19,19,19,19,19,current,13,0,0,17,18,16,19,10
prefix3,296,3,22,22,22,22,22,22,current,15,0,0,19,21,18,22,13
prefix5,296,5,27,27,27,27,27,27,current,19,0,0,24,26,23,27,20
prefix10,296,10,39,39,39,39,39,39,current,29,0,0,37,38,35,39,35
full,297,34,101,101,101,101,101,101,current,79,0,0,98,99,97,101,106
prefix1,297,1,15,15,15,15,15,15,current,9,0,0,12,13,11,15,7
prefix2,297,2,19,19,19,19,19,19,current,13,0,0,17,18,16,19,10
prefix3,297,3,22,22,22,22,22,22,current,15,0,0,19,21,18,22,13
prefix5,297,5,27,27,27,27,27,27,current,19,0,0,24,26,23,27,19
prefix10,297,10,39,39,39,39,39,39,current,29,0,0,36,38,35,39,34
full,298,17,63,63,63,63,63,63,current,48,0,0,60,61,58,63,56
prefix1,298,1,15,15,15,15,15,15,current,9,0,0,12,13,10,15,7
prefix2,298,2,19,19,19,19,19,19,current,13,0,0,17,18,15,19,10
prefix3,298,3,22,22,22,22,22,22,current,15,0,0,19,20,18,22,13
prefix5,298,5,26,26,26,26,26,26,current,18,0,0,23,24,22,26,19
prefix10,298,10,40,40,40,40,40,40,current,30,0,0,38,39,36,40,34
full,299,41,162,162,162,162,162,162,current,130,0,0,160,161,159,162,163
prefix1,299,1,14,14,14,14,14,14,current,9,0,0,12,13,10,14,7
prefix2,299,2,19,19,19,19,19,19,current,13,0,0,17,18,15,19,10
prefix3,299,3,23,23,23,23,23,23,current,16,0,0,20,22,19,23,14
prefix5,299,5,28,28,28,28,28,28,current,20,0,0,25,26,24,28,20
prefix10,299,10,50,50,50,50,50,50,current,38,0,0,48,48,46,50,41
full,300,23,81,81,81,81,81,81,current,63,0,0,78,80,77,81,75
prefix1,300,1,14,14,14,14,14,14,current,9,0,0,12,13,11,14,7
prefix2,300,2,19,19,19,19,19,19,current,13,0,0,17,18,16,19,10
prefix3,300,3,22,22,22,22,22,22,current,15,0,0,19,21,18,22,13
prefix5,300,5,28,28,28,28,28,28,current,20,0,0,26,27,24,28,19
prefix10,300,10,43,43,43,43,43,43,current,32,0,0,40,42,39,43,34
full,301,48,158,158,158,158,158,158,current,126,0,0,155,157,155,158,154
prefix1,301,1,15,15,15,15,15,15,current,9,0,0,12,13,11,15,7
prefix2,301,2,19,19,19,19,19,19,current,13,0,0,17,18,16,19,11
prefix3,301,3,23,23,23,23,23,23,current,16,0,0,21,22,19,23,14
prefix5,301,5,30,30,30,30,30,30,current,22,0,0,28,29,27,30,21
prefix10,301,10,44,44,44,44,44,44,current,33,0,0,42,43,40,44,36
zeros,0,0,8,8,8,8,8,8,current,4,0,0,6,7,5,8,2
line,0,0,8,8,8,8,8,8,current,4,0,0,6,7,5,8,2
zeros,1,1,12,12,12,12,12,12,current,7,0,0,9,10,8,12,5
line,1,1,13,13,13,13,13,13,current,8,0,0,10,12,9,13,6
zeros,2,2,13,13,13,13,13,13,current,8,1,0,11,12,9,13,8
line,2,2,17,17,17,17,17,17,current,11,0,0,14,15,13,17,9
zeros,3,3,13,13,13,13,13,13,current,8,1,0,11,12,9,13,11
line,3,3,18,18,18,18,18,18,current,12,0,0,15,17,14,18,12
zeros,5,5,13,13,13,13,13,13,current,8,1,0,11,12,9,13,17
line,5,5,19,19,19,19,19,19,current,13,0,0,17,18,15,19,18
zeros,10,10,13,13,13,13,13,13,current,8,1,0,11,12,9,13,32
line,10,10,19,19,19,19,19,19,current,13,1,0,17,18,16,19,33
